ORF,Gene,Control Median,Control STD,Control Localization,Repeat 1 Median,Repeat 1 STD,Repeat 1 Localization,Repeat 2 Median,Repeat 2 STD,Repeat 2 Localization,DTT Median,DTT STD,DTT FoldChange,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Starvation Localization,Description
YER048C,CAJ1,28.5,6.152461369,nucleus,29.9701215,5.753352739,nucleus,27.048946,6.158155933,nucleus,26.67,8.93,0.93,nucleus,24.91,4.48,0.87,nucleus,37.08,6.78,1.3,nucleus,"Nuclear type II J heat shock protein of the E. coli dnaJ family, contains a leucine zipper-like motif, binds to non-native substrates for presentation to Ssa3p, may function during protein translocation, assembly and disassembly"
YPL171C,OYE3,23.8,10.34606543,cytosol,30.014084,10.47720761,cytosol,17.60166,5.426768294,below threshold,23.78,12.59,0.99,cytosol,41.29,19.36,1.73,cytosol,80.94,26.13,3.4,cytosol,"Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN), homologous to Oye2p with slight differences in ligand binding and catalytic properties; expression induced in cells treated with the mycotoxin patulin"
YHR154W,RTT107,28.51,7.920337747,"nucleus,punctate",30.024852,7.637693386,"nucleus,punctate",27.0084395,7.943672919,"nucleus,punctate",21.28,9.55,0.74,"nucleus,punctate",32.91,7.33,1.15,"nucleus,punctate",19.8,8.16,0.69,"nucleus,punctate","Protein implicated in Mms22-dependent DNA repair during S phase, DNA damage induces phosphorylation by Mec1p at one or more SQ/TQ motifs; interacts with Mms22p and Slx4p; has four BRCT domains; has a role in regulation of Ty1 transposition"
YKR083C,DAD2,28.26,7.420695274,punctate,30.065921,6.918325616,punctate,26.476191,7.438231747,punctate,27.33,10.09,0.96,punctate,23.73,5.77,0.83,punctate,23.41,5.11,0.82,punctate,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis"
YHR090C,YNG2,27.11,5.891067955,nucleus,30.0780545,5.399812625,nucleus,24.159851,5.167109583,nucleus,25.19,8.84,0.92,nucleus,27.35,4.87,1,nucleus,21.32,6.6,0.78,nucleus,Subunit of the NuA4 histone acetyltransferase complex that acetylates histone H4 and H2A; has similarity to the human tumor suppressor ING1 and its isoforms ING4 and ING5
YBR073W,RDH54,25.88,7.969536742,nucleus,30.0824565,6.626146279,nucleus,21.699186,7.493067657,nucleus,NA,NA,NA,"punctate,nucleus",26.97,6.15,1.04,nucleus,16.51,2.67,0.63,cytosol,"DNA-dependent ATPase, stimulates strand exchange by modifying the topology of double-stranded DNA; involved in recombinational repair of DNA double-strand breaks during mitosis and meiosis; proposed to be involved in crossover interference"
YER059W,PCL6,29.7,5.57233861,cytosol,30.119761,5.389458717,cytosol,29.295454,5.607115744,cytosol,26.45,8.73,0.89,cytosol,28.85,4.04,0.97,cytosol,NA,NA,NA,nucleus,Pho85p cyclin of the Pho80p subfamily; forms the major Glc8p kinase together with Pcl7p and Pho85p; involved in the control of glycogen storage by Pho85p; stabilized by Elongin C binding
YDR441C,APT2,30.22,7.668904393,cytosol,30.1202985,7.65085977,cytosol,30.327174,7.782580128,cytosol,23.48,7.33,0.77,cytosol,27.01,5.4,0.89,cytosol,29.55,5.43,0.97,cytosol,"Apparent pseudogene, not transcribed or translated under normal conditions; encodes a protein with similarity to adenine phosphoribosyltransferase, but artificially expressed protein exhibits no enzymatic activity"
YJR112W,NNF1,29.18,7.147018643,punctate,30.141975,5.75479809,punctate,28.2387305,7.754326908,punctate,23.15,6.27,0.79,punctate,28.33,4.43,0.97,punctate,21.78,4.68,0.74,punctate,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation
YJL079C,PRY1,27.08,8.506453474,vacuole,30.153572,8.436927787,vacuole,24.016129,7.782974197,vacuole,19.36,5.7,0.71,vacuole,22.84,6.21,0.84,vacuole,35.43,9.44,1.3,vacuole,Protein of unknown function
YOR233W,KIN4,27.3,6.532676205,cell periphery,30.177488,5.688492256,cell periphery,24.44138,6.325300382,cell periphery,23.72,8.25,0.86,cell periphery,26.43,4.29,0.96,cell periphery,20.06,3.36,0.73,cell periphery,"Serine/threonine protein kinase that inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex, spindle pole body and bud neck"
YKL043W,PHD1,27.24,7.31044537,nucleus,30.182926,7.217881934,nucleus,24.316103,6.995796125,nucleus,19.15,6.84,0.7,nucleus,29.18,7.38,1.07,nucleus,30.04,8.11,1.1,nucleus,"Transcriptional activator that enhances pseudohyphal growth; regulates expression of FLO11, an adhesin required for pseudohyphal filament formation; similar to StuA, an A. nidulans developmental regulator; potential Cdc28p substrate"
YGL091C,NBP35,26.7,6.355308219,cytosol,30.2035395,5.867754146,cytosol,23.205263,5.278221483,cytosol,30.22,12.63,1.13,cytosol,30.11,6,1.12,cytosol,19.54,4.65,0.73,cytosol,Essential iron-sulfur cluster binding protein localized in the cytoplasm; forms a complex with Cfd1p that is involved in iron-sulfur protein assembly in the cytosol; similar to P-loop NTPases
YBR287W,YBR287W,28.82,10.50296376,ER,30.208224,11.11314644,ER,27.449579,9.218059303,ER,53.16,18.98,1.84,ER,23.14,7.14,0.8,ER,36.46,7.54,1.26,ER,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene
YNL260C,YNL260C,28.61,6.403093285,cytosol,30.208995,6.56716389,cytosol,27.041096,5.552758236,cytosol,27.1,10.6,0.94,cytosol,34.07,15.2,1.19,cytosol,21.56,6.03,0.75,cytosol,Putative protein of unknown function with similarity to a human protein overexpressed in oral cancers; essential gene with defects in anaerobic and filamentous growth; localizes to the nucleus and cytoplasm
YMR029C,FAR8,28.34,7.407479496,"ER,ambiguous",30.2250575,5.958406672,"ER,ambiguous",26.470297,8.012832548,"ER,ambiguous",41.29,14.53,1.45,"ER,ambiguous",34.25,7.22,1.2,"ER,ambiguous",31.61,4.63,1.11,"ER,ambiguous","Protein involved in recovery from cell cycle arrest in response to pheromone, in a Far1p-independent pathway; interacts with Far3p, Far7p, Far9p, Far10p, and Far11p"
YMR313C,TGL3,30.36,8.215003442,punctate,30.248843,7.914661388,punctate,30.491332,8.695667773,punctate,37.41,14.56,1.23,punctate,36.36,7.59,1.19,punctate,48.71,7.09,1.6,punctate,Bifunctional enzyme with triacylglycerol lipase and lysophosphatidylethanolamine acyltransferase activity; responsible for all the triacylglycerol lipase activity of the lipid particle; required with Tgl4p for timely bud formation
YMR044W,IOC4,28.63,6.054524063,nucleus,30.301888,5.710907526,nucleus,26.975904,6.042094618,nucleus,30.42,8.09,1.06,nucleus,29.97,4.97,1.04,nucleus,31.1,5.62,1.08,nucleus,"Member of a complex (Isw1b) with Isw1p and Ioc2p that exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing, contains a PWWP motif"
YDL025C,YDL025C,31.01,8.038615825,cytosol,30.304575,8.232251734,cytosol,31.7380945,7.747844754,cytosol,40.99,14.57,1.32,cytosol,49.63,10.77,1.59,cytosol,32.52,4.63,1.04,cytosol,"Putative protein kinase, potentially phosphorylated by Cdc28p; YDL025C is not an essential gene"
YGL004C,RPN14,26.24,6.325138255,cytosol,30.314465,5.316548221,cytosol,22.18705,5.565587117,cytosol,29.84,11.35,1.13,cytosol,28.89,4.94,1.1,cytosol,29.31,3.94,1.11,cytosol,Proteasome-interacting protein involved in the assembly of the base subcomplex of the 19S proteasome regulatory particle (RP); null mutants accumulate ubiquitinated Gcn4p and display decreased 26S proteasome stability; interacts with Rpt5p
YPR174C,YPR174C,32.22,8.31201659,nuclear periphery,30.3150155,8.062397941,nuclear periphery,34.135767,8.331563365,nuclear periphery,29.66,11,0.92,nuclear periphery,NA,NA,NA,"punctate,nuclear periphery",NA,NA,NA,punctate,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nuclear periphery; potential Cdc28p substrate
YNR007C,ATG3,25.89,8.475080311,cytosol,30.320094,8.032103494,cytosol,21.465393,6.034166326,cytosol,33.51,10.44,1.29,cytosol,41.66,7.13,1.6,cytosol,59.35,8.58,2.29,cytosol,"E2-like enzyme involved in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; plays a role in formation of Atg8p-phosphatidylethanolamine conjugates, which are involved in membrane dynamics during autophagy and Cvt"
YGR270W,YTA7,28.44,5.879644349,nucleus,30.327486,5.888142388,nucleus,26.575222,5.488028868,nucleus,22.47,6.49,0.78,nucleus,31.18,5.91,1.09,nucleus,24.97,4.48,0.87,nucleus,"Protein that localizes to chromatin and has a role in regulation of histone gene expression; has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain; potentially phosphorylated by Cdc28p"
YGR271W,SLH1,28.55,6.480115335,cytosol,30.328909,6.633926748,cytosol,26.787878,5.917578515,cytosol,32.58,12.06,1.14,cytosol,26.75,4.75,0.93,cytosol,22.28,4.27,0.78,cytosol,"Putative RNA helicase related to Ski2p, involved in translation inhibition of non-poly(A) mRNAs; required for repressing propagation of dsRNA viruses"
YDR373W,FRQ1,29.72,8.627349788,punctate,30.335119,8.794541671,punctate,29.122137,8.422630468,punctate,29.77,10.31,1,punctate,20.67,4.46,0.69,punctate,27.55,5.68,0.92,punctate,N-myristoylated calcium-binding protein that may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p; member of the recoverin/frequenin branch of the EF-hand superfamily
YDL230W,PTP1,26.9,6.753676867,cytosol,30.343435,6.074485355,cytosol,23.476974,6.05363258,cytosol,28.49,7.34,1.05,cytosol,23.72,4.8,0.88,cytosol,29.41,5.2,1.09,cytosol,"Phosphotyrosine-specific protein phosphatase that dephosphorylates a broad range of substrates in vivo, including Fpr3p; localized to the cytoplasm and the mitochondria"
YNL278W,CAF120,NA,7.29970056,"cytosol,bud neck",30.3539295,6.644827436,"cytosol,bud neck",28.432951,7.950799371,"cytosol,bud neck",38.01,19.45,1.29,"cytosol,bud neck",34.78,6.37,1.18,"cytosol,bud neck",33.53,7.73,1.14,cytosol,"Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation, elongation, and degradation"
YGL209W,MIG2,29.68,8.737614196,nucleus,30.3589745,9.283380325,nucleus,29.018766,7.89331486,nucleus,36.06,9.81,1.21,nucleus,30.79,6.14,1.03,nucleus,40.82,10.16,1.37,nucleus,"Protein containing zinc fingers, involved in repression, along with Mig1p, of SUC2 (invertase) expression by high levels of glucose; binds to Mig1p-binding sites in SUC2 promoter"
YIR036C,IRC24,29.1,9.522706479,cytosol,30.363129,8.611698157,cytosol,27.844765,9.946136891,cytosol,40.33,16.91,1.38,cytosol,36.92,8.64,1.26,cytosol,53.37,8.58,1.83,cytosol,Putative benzil reductase;(GFP)-fusion protein localizes to the cytoplasm and is induced by the DNA-damaging agent MMS; sequence similarity with short-chain dehydrogenase/reductases; null mutant has increased spontaneous Rad52p foci
YGL212W,VAM7,30.03,6.725568087,vacuole,30.365591,6.993624351,vacuole,29.718821,6.429661854,vacuole,28.78,10.86,0.95,vacuole,29.31,5.25,0.97,vacuole,37.28,6.88,1.24,vacuole,Component of the vacuole SNARE complex involved in vacuolar morphogenesis; SNAP-25 homolog; functions with a syntaxin homolog Vam3p in vacuolar protein trafficking
YDR115W,YDR115W,29.96,7.025089258,mitochondria,30.392757,6.496573538,mitochondria,29.547388,7.452292139,mitochondria,27.78,10.4,0.92,mitochondria,27.1,4.75,0.9,mitochondria,30.43,5.08,1.01,mitochondria,"Putative mitochondrial ribosomal protein of the large subunit, has similarity to E. coli L34 ribosomal protein; required for respiratory growth, as are most mitochondrial ribosomal proteins"
YDR208W,MSS4,26.7,7.099244542,cytosol,30.398735,6.230109541,cytosol,23.013824,6.168676008,cytosol,24.76,8.41,0.92,cytosol,21.45,4.7,0.8,cytosol,19.21,4.22,0.71,cytosol,"Phosphatidylinositol-4-phosphate 5-kinase, involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation"
YER004W,FMP52,29.17,7.198639784,ER,30.3990255,7.399042117,ER,27.966873,6.645049981,ER,32.63,12.3,1.11,ER,20.63,3.47,0.7,ER,26.09,5.45,0.89,ER,"Protein of unknown function, localized to the mitochondrial outer membrane; induced by treatment with 8-methoxypsoralen and UVA irradiation"
YJR031C,GEA1,29.87,5.594574807,punctate,30.4016,5.724131819,punctate,29.351648,5.421025539,punctate,23.91,7.19,0.8,punctate,32.12,5.19,1.07,punctate,22.96,6.26,0.76,punctate,"Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs), involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; similar to but not functionally redundant with Gea2p"
YDL132W,CDC53,28,6.813481016,nucleus,30.41716,6.587758308,nucleus,25.605898,5.956322743,nucleus,35.86,19.6,1.28,nucleus,28.15,6.28,1,nucleus,23.45,4.15,0.83,nucleus,"Cullin, structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation"
YGR040W,KSS1,27.72,7.289427136,nucleus,30.418182,6.904326003,nucleus,25.048,6.546424036,nucleus,31.53,16.38,1.13,nucleus,33.05,6.99,1.19,nucleus,43.59,12.93,1.57,nucleus,Mitogen-activated protein kinase (MAPK) involved in signal transduction pathways that control filamentous growth and pheromone response; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains
YFR017C,YFR017C,39.23,11.74338585,cytosol,30.4641315,8.27215938,cytosol,48.009474,10.94319176,cytosol,NA,NA,NA,cytosol,NA,NA,NA,cytosol,NA,NA,NA,cytosol,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YFR017C is not an essential gene
YDL044C,MTF2,29.67,6.601019663,mitochondria,30.47541,6.489459086,mitochondria,28.877005,6.778369436,mitochondria,28.61,10.68,0.96,mitochondria,30.66,4.12,1.03,mitochondria,29.26,4.7,0.98,mitochondria,Mitochondrial matrix protein that interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription
YNR033W,ABZ1,29.72,6.718162155,cytosol,30.521429,7.212943593,cytosol,28.925781,6.408300712,cytosol,30.22,13.43,1.01,cytosol,32.73,6.21,1.1,cytosol,37.09,5.67,1.24,cytosol,"Para-aminobenzoate (PABA) synthase, has similarity to Escherichia coli PABA synthase components PabA and PabB"
YMR107W,SPG4,27.77,15.54721397,cytosol,30.522968,14.30559449,cytosol,25.0219295,16.42010852,cytosol,37.34,30.82,1.34,cytosol,47.16,18.29,1.69,cytosol,NA,NA,NA,nucleus,Protein required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources
YOL136C,PFK27,31.1,7.806203064,punctate,30.545872,8.341020929,punctate,31.674797,7.021868426,punctate,22.44,7.53,0.72,punctate,27.23,5.07,0.87,punctate,32.76,7.43,1.05,punctate,"6-phosphofructo-2-kinase, catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A"
YER152C,YER152C,27.64,7.609167669,cytosol,30.552728,7.14835714,cytosol,24.745001,7.333150684,cytosol,33.6,13.76,1.21,cytosol,31.17,6.86,1.12,cytosol,31.18,5.27,1.12,cytosol,Protein with 2-aminoadipate transaminase activity; shares amino acid similarity with the aminotransferases Aro8p and Aro9p; YER152C is not an essential gene
YNL027W,CRZ1,30.28,7.720484317,cytosol,30.5551745,8.101785723,cytosol,30.026087,7.355978601,cytosol,NA,NA,NA,nucleus,36.37,6.6,1.2,cytosol,34.53,7.13,1.14,cytosol,Transcription factor that activates transcription of genes involved in stress response; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation
YGL084C,GUP1,30.42,8.096461107,ER,30.574458,6.766508482,ER,30.27619,9.149036118,ER,28.15,14.14,0.92,ER,26.38,8.48,0.86,ER,32.73,7.09,1.07,ER,Plasma membrane protein involved in remodeling GPI anchors; member of the MBOAT family of putative membrane-bound O-acyltransferases; proposed to be involved in glycerol transport
YDL175C,AIR2,26.96,6.94731711,nucleus,30.574469,8.334133993,nucleus,23.350428,6.021963979,nucleus,25.11,6.53,0.93,nucleus,25.18,5.36,0.93,nucleus,24.97,5.18,0.92,nucleus,"Zinc knuckle protein, involved in nuclear RNA processing and degredation as a component of the TRAMP complex; stimulates the poly(A) polymerase activity of Pap2p in vitro; functionally redundant with Air1p"
YLR452C,SST2,27.82,7.518523077,cytosol,30.574675,7.232058617,cytosol,25.08066,7.291189864,cytosol,20.24,8.33,0.72,cytosol,26.6,4.73,0.95,cytosol,16.78,4.23,0.6,cytosol,"GTPase-activating protein for Gpa1p, regulates desensitization to alpha factor pheromone; also required to prevent receptor-independent signaling of the mating pathway; member of the RGS (regulator of G-protein signaling) family"
YDR059C,UBC5,29.31,8.923979289,cytosol,30.579309,8.800350096,cytosol,28.0501135,9.10469031,cytosol,22.97,12.13,0.78,cytosol,30.8,8.29,1.05,cytosol,64.83,13.85,2.21,cytosol,"Ubiquitin-conjugating enzyme that mediates selective degradation of short-lived, abnormal, or excess proteins, including histone H3; central component of the cellular stress response; expression is heat inducible"
YJR147W,HMS2,29.59,8.112659816,"nucleus,cytosol",30.600897,8.385535039,"nucleus,cytosol",28.580557,7.759024025,"nucleus,cytosol",22.23,6.6,0.75,"nucleus,cytosol",31.11,8.04,1.05,"nucleus,cytosol",30.62,13.54,1.03,"nucleus,cytosol",Protein with similarity to heat shock transcription factors; overexpression suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant
YNL130C,CPT1,30.42,9.466539075,punctate,30.6048985,8.974364841,punctate,30.251366,10.24482325,punctate,20.26,8.52,0.66,punctate,24.02,5.1,0.78,punctate,30.22,4.77,0.99,punctate,"Cholinephosphotransferase, required for phosphatidylcholine biosynthesis and for inositol-dependent regulation of EPT1 transcription"
YCL001W,RER1,31.04,9.853021327,punctate,30.6219125,9.566045331,punctate,31.4793815,10.13528581,punctate,25.1,9.8,0.8,punctate,32.55,6.35,1.04,punctate,18.46,5.13,0.59,punctate,"Protein involved in retention of membrane proteins, including Sec12p, in the ER; localized to Golgi; functions as a retrieval receptor in returning membrane proteins to the ER"
YOL115W,PAP2,30.37,6.899934636,nucleus,30.626667,6.844574563,nucleus,30.132841,6.957419767,nucleus,30.35,9.57,0.99,nucleus,30.21,6.8,0.99,nucleus,32.73,9.14,1.07,nucleus,"Non-canonical poly(A) polymerase, involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; overlapping but non-redundant functions with Trf5p"
YPR045C,YPR045C,31.04,6.743458742,nucleus,30.648689,6.388172041,nucleus,31.451316,6.992851612,nucleus,34.7,12.25,1.11,nucleus,32.73,6.5,1.05,nucleus,23.95,5.94,0.77,nucleus,Protein of unknown function; involvement in splicing based on pre-mRNA accumulation defect for many intron-containing genes; contains a SAC3 domain; physically interacts with Csn12p; YRP045C is not an essential gene
YIL154C,IMP2',26.47,7.904518462,cytosol,30.666667,6.952970773,cytosol,22.2941855,6.531733953,cytosol,29.32,11.99,1.1,cytosol,28.49,6.01,1.07,cytosol,34.84,7,1.31,cytosol,"Transcriptional activator involved in maintenance of ion homeostasis and protection against DNA damage caused by bleomycin and other oxidants, contains a C-terminal leucine-rich repeat"
YDR389W,SAC7,30.66,7.090434592,cytosol,30.675356,7.359229327,cytosol,30.659575,6.768948202,cytosol,40.73,13.68,1.32,cytosol,34.44,5,1.12,cytosol,32.52,4.36,1.06,cytosol,"GTPase activating protein (GAP) for Rho1p, involved in signaling to the actin cytoskeleton, null mutations suppress tor2 mutations and temperature sensitive mutations in actin; potential Cdc28p substrate"
YLR412W,BER1,28.91,6.552811178,cytosol,30.714893,6.684693313,cytosol,27.127518,5.921330924,cytosol,25.7,8.13,0.88,cytosol,26.71,4.97,0.92,cytosol,23.73,6.28,0.82,cytosol,"Protein involved in microtubule-related processes, N-acetylation; GFP-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YLR412W is not an essential gene; similar to Arabidopsis SRR1 gene"
YNL073W,MSK1,27.85,5.738380424,mitochondria,30.7152365,4.563356422,mitochondria,25,5.921917142,mitochondria,31.48,10.82,1.13,mitochondria,27.55,3.94,0.98,mitochondria,24.71,4.01,0.88,mitochondria,"Mitochondrial lysine-tRNA synthetase, required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)"
YLR436C,ECM30,28.15,6.093113113,"punctate,cytosol",30.728323,5.092335957,"punctate,cytosol",25.5817425,6.226337198,"punctate,cytosol",31.05,10.44,1.1,"punctate,cytosol",32.73,5.58,1.16,"punctate,cytosol",30.31,6.1,1.07,"punctate,cytosol",Non-essential protein of unknown function
YDL144C,YDL144C,30.51,7.885832844,cytosol,30.7419145,8.077669505,cytosol,30.294117,7.564940111,cytosol,34.33,10.32,1.12,cytosol,35.75,6.69,1.17,cytosol,47.68,12.2,1.56,cytosol,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL144C is not an essential gene.
YEL019C,MMS21,28.97,6.704214143,nucleus,30.765676,6.832281912,nucleus,27.192308,5.900121972,nucleus,28.89,9.28,0.99,nucleus,28.86,4.22,0.99,nucleus,19.71,3.37,0.68,nucleus,SUMO ligase involved in chromosomal organization and DNA repair; essential subunit of the Mms21-Smc5-Smc6 complex; mutants are sensitive to methyl methanesulfonate and show increased spontaneous mutation and mitotic recombination
YHR077C,NMD2,30.11,5.484732057,cytosol,30.7677025,4.970238828,cytosol,29.471519,5.922228241,cytosol,27.98,7.55,0.92,cytosol,32.97,4.66,1.09,cytosol,23.38,4.44,0.77,cytosol,Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance
YKR067W,GPT2,31,8.984119507,ER,30.816593,9.741298585,ER,31.2073265,7.949749831,ER,32.55,12.31,1.04,ER,46.26,12.46,1.49,ER,54.9,7.65,1.77,ER,Glycerol-3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis
YJL084C,ALY2,28.89,5.796720131,cytosol,30.823454,5.633079203,cytosol,26.961632,5.488784227,cytosol,30.88,8.83,1.06,cytosol,33.99,6.17,1.17,cytosol,29.67,5.86,1.02,cytosol,"Protein proposed to regulate the endocytosis of plasma membrane proteins; interacts with the cyclin Pcl7p and ubiquitin ligase Rsp5p; phosphorylated by the cyclin-CDK complex, Pcl7p-Pho85p; mRNA is cell cycle regulated, peaking in M phase"
YGL164C,YRB30,28.53,7.413092994,cytosol,30.852579,6.609108831,cytosol,26.2264355,7.502534969,cytosol,32.32,10.52,1.13,cytosol,33.32,5.6,1.16,cytosol,29.84,4.69,1.04,cytosol,"RanGTP-binding protein, inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes"
YDR176W,NGG1,29.59,7.098942135,nucleus,30.900433,6.347528456,nucleus,28.287735,7.334859418,nucleus,30.34,8.9,1.02,nucleus,31.68,5.66,1.07,nucleus,24.91,4.24,0.84,nucleus,"Transcriptional regulator involved in glucose repression of Gal4p-regulated genes; component of transcriptional adaptor and histone acetyltransferase complexes, the ADA complex, the SAGA complex, and the SLIK complex"
YNL272C,SEC2,NA,8.392892879,"cytosol,bud neck",30.903474,8.584631034,"cytosol,bud neck",32.128632,8.180698988,"cytosol,bud neck",28.92,10.43,0.91,"cytosol,bud neck",NA,NA,NA,cytosol,32.54,6.05,1.03,"cytosol,bud neck","Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport; associates with the exocyst, via exocyst subunit Sec15p, on secretory vesicles"
YPL241C,CIN2,27.44,6.516284595,cytosol,30.905661,6.994837174,cytosol,23.9931315,4.638975091,cytosol,24.13,9.18,0.87,cytosol,24.73,4.02,0.9,cytosol,18.4,2.86,0.67,cytosol,"GTPase-activating protein (GAP) for Cin4p; tubulin folding factor C involved in beta-tubulin (Tub2p) folding; mutants display increased chromosome loss and benomyl sensitivity; deletion complemented by human GAP, retinitis pigmentosa 2"
YFL034C-B,MOB2,NA,6.460500934,"cytosol,bud neck",30.936508,5.05869304,"cytosol,bud neck",26.4526985,6.773075998,"cytosol,bud neck",27.66,9.31,0.96,"cytosol,bud neck",28.97,4.59,1,"cytosol,bud neck",19.7,3.53,0.68,"cytosol,bud neck","Component of the RAM signaling network, that activates the Cbk1p kinase, thereby facilitating the Ace2p-dependent daughter cell-specific transcription of genes involved in cell separation; similar to Mob1p"
YDR075W,PPH3,27.12,7.200824514,"nucleus,cytosol",30.96129,6.39278566,"nucleus,cytosol",23.2978485,6.206705374,"nucleus,cytosol",23.33,6.37,0.86,"nucleus,cytosol",30.04,4.21,1.1,"nucleus,cytosol",20.27,3.81,0.74,"nucleus,cytosol",Catalytic subunit of an evolutionarily conserved protein phosphatase complex containing Psy2p and the regulatory subunit Psy4p; required for cisplatin resistance; involved in activation of Gln3p
YBR261C,TAE1,29.72,7.059111409,cytosol,30.9670525,6.896384246,cytosol,28.4996365,7.098277009,cytosol,29.76,11.16,1,cytosol,23.79,6.14,0.8,cytosol,34.35,7.26,1.15,cytosol,Putative S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; has a role in protein synthesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YBR261C is not an essential gene
YLR430W,SEN1,27.89,7.192959124,nucleus,30.9743975,6.978143781,nucleus,24.8174985,6.356437812,nucleus,22.88,7.4,0.82,nucleus,28.82,5.46,1.03,nucleus,18.36,10.03,0.65,nucleus,Presumed helicase required for RNA polymerase II transcription termination and processing of RNAs; homolog of Senataxin which causes Ataxia-Oculomotor Apraxia 2 and a dominant form of amyotrophic lateral sclerosis
YPL045W,VPS16,27.58,6.657442639,punctate,30.986045,6.075228904,punctate,24.1889105,5.912778973,punctate,30.42,10.24,1.1,punctate,26.3,3.69,0.95,punctate,33.64,5.83,1.21,punctate,Subunit of the vacuole fusion and protein sorting HOPS complex and the CORVET tethering complex; part of the Class C Vps complex essential for membrane docking and fusion at Golgi-to-endosome and endosome-to-vacuole protein transport stages
YGR087C,PDC6,28.24,20.64461969,nucleus,31,23.28430214,nucleus,25.4874935,10.13590682,nucleus,44.05,45.16,1.55,nucleus,63.51,35.26,2.24,nucleus,770.22,262.74,27.27,nucleus,"Minor isoform of pyruvate decarboxylase, decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation"
YGL025C,PGD1,27.21,8.431297186,nucleus,31.063941,8.632046263,nucleus,23.3745365,6.152702947,nucleus,25.68,8.01,0.94,nucleus,32.26,6.32,1.18,nucleus,31.44,5.48,1.15,nucleus,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor
YJL183W,MNN11,27.99,9.647035212,punctate,31.084578,10.54799643,punctate,24.9125,7.721012633,punctate,16.24,5.52,0.58,punctate,17.57,3.42,0.62,punctate,18.49,4.24,0.66,punctate,"Subunit of a Golgi mannosyltransferase complex that also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p"
