Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity 0 min","TMT-126 Intensity 30 min","TMT-127 Intensity 60 min","TMT-128 Intensity 90 min","TMT-129 Intensity 120 min","TMT-131 Intensity 240 min",Quantified PSMs,Quantified Unique Peptides
"YPL023C MET12 SGDID:S000005944, Chr XVI from 506310-504337, reverse complement, Verified ORF, ""Protein with methylenetetrahydrofolate reductase (MTHFR) activity in vitro; null mutant has no phenotype and is prototrophic for methionine; MET13 encodes major isozyme of MTHFR""",1.21E-11,2,1,,,,,,,0,0
"YFL013C IES1 SGDID:S000001881, Chr VI from 109924-107846, reverse complement, Verified ORF, ""Subunit of the INO80 chromatin remodeling complex""",1.23E-11,2,1,0,0,0,0,0,0,1,1
"YIL114C POR2 SGDID:S000001376, Chr IX from 149985-149140, reverse complement, Verified ORF, ""Putative mitochondrial porin (voltage-dependent anion channel), related to Por1p but not required for mitochondrial membrane permeability or mitochondrial osmotic stability""",1.33E-11,1,1,,,,,,,0,0
"YPL259C APM1 SGDID:S000006180, Chr XVI from 52671-51244, reverse complement, Verified ORF, ""Mu1-like medium subunit of the clathrin-associated protein complex (AP-1); binds clathrin; involved in clathrin-dependent Golgi protein sorting""",1.34E-11,2,1,1806556.447,1904805.348,1860968.187,1926550.586,1755259.468,2054732.886,1,1
"YLR066W SPC3 SGDID:S000004056, Chr XII from 267170-267724, Verified ORF, ""Subunit of signal peptidase complex (Spc1p, Spc2p, Spc3p, Sec11p), which catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; homologous to mammalian SPC22/23""",1.55E-11,2,1,,,,,,,0,0
"YBR136W MEC1 SGDID:S000000340, Chr II from 505662-512768, Verified ORF, ""Genome integrity checkpoint protein and PI kinase superfamily member; signal transducer required for cell cycle arrest and transcriptional responses prompted by damaged or unreplicated DNA; monitors and participates in meiotic recombination""",1.57E-11,2,2,0,0,0,0,0,0,1,1
"YNL272C SEC2 SGDID:S000005216, Chr XIV from 129084-126805, reverse complement, Verified ORF, ""Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport; associates with the exocyst, via exocyst subunit Sec15p, on secretory vesicles""",1.68E-11,2,1,,,,,,,0,0
"YDL240W LRG1 SGDID:S000002399, Chr IV from 22823-25876, Verified ORF, ""Putative GTPase-activating protein (GAP) involved in the Pkc1p-mediated signaling pathway that controls cell wall integrity; appears to specifically regulate 1,3-beta-glucan synthesis""",1.78E-11,2,1,106096.8839,94594.13546,110800.073,52013.06811,53042.34054,170775.1003,1,1
"YLR203C MSS51 SGDID:S000004193, Chr XII from 551962-550652, reverse complement, Verified ORF, ""Nuclear encoded protein required for translation of COX1 mRNA; binds to Cox1 protein""",1.93E-11,1,1,,,,,,,0,0
"YOR194C TOA1 SGDID:S000005720, Chr XV from 712544-711684, reverse complement, Verified ORF, ""TFIIA large subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; homologous to largest and second largest subunits of human and Drosophila TFIIA""",1.97E-11,5,1,1681940.053,1746822.681,1822613.754,1899191.067,1740744.535,1781463.423,1,1
"YEL052W AFG1 SGDID:S000000778, Chr V from 56571-58100, Verified ORF, ""Conserved protein that may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain""",1.98E-11,1,1,,,,,,,0,0
"YDR359C EAF1 SGDID:S000002767, Chr IV from 1194878-1191930, reverse complement, Verified ORF, ""Component of the NuA4 histone acetyltransferase complex; acts as a platform for assembly of NuA4 subunits into the native complex; required for initiation of pre-meiotic DNA replication, likely due to its requirement for expression of IME1""",1.98E-11,2,2,1288988.742,927233.5549,897570.7197,1017760.862,822324.4126,761417.8313,1,1
"YNL040W YNL040W SGDID:S000004985, Chr XIV from 553381-554751, Uncharacterized ORF, ""Putative protein of unknown function with strong similarity to alanyl-tRNA synthases from Eubacteria; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL040W is not an essential gene""",2.21E-11,2,1,,,,,,,0,0
"YOL003C PFA4 SGDID:S000005363, Chr XV from 322995-321859, reverse complement, Verified ORF, ""Palmitoyltransferase with autoacylation activity, required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site; required for modification of Chs3p; member of the DHHC family of putative palmitoyltransferases""",2.33E-11,2,1,,,,,,,0,0
"YBR137W YBR137W SGDID:S000000341, Chr II from 513038-513577, Uncharacterized ORF, ""Protein of unknown function; localized to the cytoplasm; binds to Replication Protein A (RPA); YBR137W is not an essential gene""",2.38E-11,2,1,,,,,,,0,0
"YPL188W POS5 SGDID:S000006109, Chr XVI from 191405-192649, Verified ORF, ""Mitochondrial NADH kinase, phosphorylates NADH; also phosphorylates NAD(+) with lower specificity; required for the response to oxidative stress""",2.40E-11,2,1,,,,,,,0,0
"YOL013C HRD1 SGDID:S000005373, Chr XV from 303036-301381, reverse complement, Verified ORF, ""Ubiquitin-protein ligase required for endoplasmic reticulum-associated degradation (ERAD) of misfolded proteins; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger""",2.41E-11,2,1,175639.8194,146934.1232,201047.3467,158727.2417,121175.7751,176161.5608,1,1
"YDR428C BNA7 SGDID:S000002836, Chr IV from 1324232-1323447, reverse complement, Verified ORF, ""Formylkynurenine formamidase, involved in the de novo biosynthesis of NAD from tryptophan via kynurenine""",2.41E-11,1,1,,,,,,,0,0
"YPR141C KAR3 SGDID:S000006345, Chr XVI from 817919-815730, reverse complement, Verified ORF, ""Minus-end-directed microtubule motor that functions in mitosis and meiosis, localizes to the spindle pole body and localization is dependent on functional Cik1p, required for nuclear fusion during mating; potential Cdc28p substrate""",2.54E-11,1,1,,,,,,,0,0
"YBR108W AIM3 SGDID:S000000312, Chr II from 454816-457659, Verified ORF, ""Protein interacting with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",2.56E-11,1,1,,,,,,,0,0
"YPR094W RDS3 SGDID:S000006298, Chr XVI from 720635-720958, Verified ORF, ""Component of the SF3b subcomplex of the U2 snRNP, zinc cluster protein involved in pre-mRNA splicing and cycloheximide resistance""",2.62E-11,2,1,,,,,,,0,0
"YOR002W ALG6 SGDID:S000005528, Chr XV from 329418-331052, Verified ORF, ""Alpha 1,3 glucosyltransferase, involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; mutations in human ortholog are associated with disease""",2.75E-11,1,1,1227523.706,1195676.119,1376592.253,1303174.822,1296271.837,1576652.908,1,1
"YPR164W MMS1 SGDID:S000006368, Chr XVI from 870699-874922, Verified ORF, ""Protein that acts with Mms22p in a repair pathway that may be involved in resolving replication intermediates or preventing the damage caused by blocked replication forks; implicated in regulation of Ty1 transposition""",2.92E-11,1,1,,,,,,,0,0
"YGL038C OCH1 SGDID:S000003006, Chr VII from 426810-425368, reverse complement, Verified ORF, ""Mannosyltransferase of the cis-Golgi apparatus, initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins""",2.99E-11,1,1,0,0,0,0,0,0,1,1
"YBR215W HPC2 SGDID:S000000419, Chr II from 653351-653363,653448-655312, Verified ORF, ""Subunit of the HIR complex, a nucleosome assembly complex involved in regulation of histone gene transcription; mutants display synthetic defects with subunits of FACT, a complex that allows passage of RNA Pol II through nucleosomes""",3.01E-11,1,1,,,,,,,0,0
"YJR098C YJR098C SGDID:S000003859, Chr X from 615145-613178, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",3.17E-11,1,1,,,,,,,0,0
"YJR113C RSM7 SGDID:S000003874, Chr X from 638965-638222, reverse complement, Verified ORF, ""Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S7 ribosomal protein""",3.30E-11,1,1,,,,,,,0,0
"YKL069W YKL069W SGDID:S000001552, Chr XI from 306929-307471, Verified ORF, ""Methionine-R-sulfoxide reductase, reduces the R enantiomer of free Met-SO, in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress""",3.36E-11,1,1,,,,,,,0,0
"YLR440C SEC39 SGDID:S000004432, Chr XII from 1017694-1015565, reverse complement, Verified ORF, ""Protein of unknown function proposed to be involved in protein secretion; interacts with Dsl1p and localizes to the ER and nuclear envelope""",3.58E-11,2,1,,,,,,,0,0
"YJL166W QCR8 SGDID:S000003702, Chr X from 106428-106712, Verified ORF, ""Subunit 8 of ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; oriented facing the intermembrane space; expression is regulated by Abf1p and Cpf1p""",3.65E-11,2,1,210939.4678,334188.1721,404198.1247,306564.307,343952.8672,458448.2535,1,1
"YER183C FAU1 SGDID:S000000985, Chr V from 553964-553329, reverse complement, Verified ORF, ""5,10-methenyltetrahydrofolate synthetase, involved in folic acid biosynthesis""",3.78E-11,2,1,,,,,,,0,0
"YLR138W NHA1 SGDID:S000004128, Chr XII from 418438-421395, Verified ORF, ""Na+/H+ antiporter involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",3.83E-11,1,1,,,,,,,0,0
"YMR286W MRPL33 SGDID:S000004899, Chr XIII from 841941-842201, Verified ORF, ""Mitochondrial ribosomal protein of the large subunit""",4.04E-11,1,1,,,,,,,0,0
"YDL021W GPM2 SGDID:S000002179, Chr IV from 413951-414886, Verified ORF, ""Homolog of Gpm1p phosphoglycerate mutase, which converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional derivative of a gene duplication event""",4.09E-11,1,1,,,,,,,0,0
"YNL169C PSD1 SGDID:S000005113, Chr XIV from 317673-316171, reverse complement, Verified ORF, ""Phosphatidylserine decarboxylase of the mitochondrial inner membrane, converts phosphatidylserine to phosphatidylethanolamine""",4.15E-11,1,1,,,,,,,0,0
"YKL006C-A SFT1 SGDID:S000002101, Chr XI from 430275-430240,430098-429841, reverse complement, Verified ORF, ""Intra-Golgi v-SNARE, required for transport of proteins between an early and a later Golgi compartment""",4.29E-11,2,1,,,,,,,0,0
"YLR438C-A LSM3 SGDID:S000006434, Chr XII from 1014175-1013906, reverse complement, Verified ORF, ""Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA""",4.31E-11,1,1,,,,,,,0,0
"YGL186C TPN1 SGDID:S000003154, Chr VII from 152782-151043, reverse complement, Verified ORF, ""Plasma membrane pyridoxine (vitamin B6) transporter; member of the purine-cytosine permease subfamily within the major facilitator superfamily; proton symporter with similarity to Fcy21p, Fcy2p, and Fcy22p""",4.42E-11,2,1,,,,,,,0,0
"YGR056W RSC1 SGDID:S000003288, Chr VII from 601665-604451, Verified ORF, ""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains, a bromo-adjacent homology (BAH) domain, and an AT hook""",4.43E-11,2,1,,,,,,,0,0
"YHR038W RRF1 SGDID:S000001080, Chr VIII from 184059-184751, Verified ORF, ""Mitochondrial ribosome recycling factor, essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria""",4.49E-11,1,1,,,,,,,0,0
"YHR144C DCD1 SGDID:S000001187, Chr VIII from 388729-387791, reverse complement, Verified ORF, ""Deoxycytidine monophosphate (dCMP) deaminase required for dCTP and dTTP synthesis; expression is NOT cell cycle regulated""",4.73E-11,2,1,,,,,,,0,0
"YKL077W YKL077W SGDID:S000001560, Chr XI from 291097-292275, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",4.74E-11,2,1,1477024.347,1463699.87,1548672.91,1523560.858,1556361.03,1391296.91,1,1
"YER081W SER3 SGDID:S000000883, Chr V from 322682-324091, Verified ORF, ""3-phosphoglycerate dehydrogenase, catalyzes the first step in serine and glycine biosynthesis; isozyme of Ser33p""",5.04E-11,32,8,,,,,,,0,0
"YOL133W HRT1 SGDID:S000005493, Chr XV from 70325-70690, Verified ORF, ""RING finger containing subunit of Skp1-Cullin-F-box ubiquitin protein ligases (SCF); required for Gic2p, Far1p, Sic1p and Cln2p degradation; may tether Cdc34p (a ubiquitin conjugating enzyme or E2) and Cdc53p (a cullin) subunits of SCF""",5.14E-11,1,1,,,,,,,0,0
"YCR067C SED4 SGDID:S000000663, Chr III from 236318-233121, reverse complement, Verified ORF, ""Integral endoplasmic reticulum membrane protein, functions as a positive regulator of Sar1p probably through inhibition of GTPase activation by Sec23p; binds Sec16p, participates in vesicle formation, similar to Sec12p""",5.15E-11,1,1,,,,,,,0,0
"YMR228W MTF1 SGDID:S000004841, Chr XIII from 724625-725650, Verified ORF, ""Mitochondrial RNA polymerase specificity factor with structural similarity to S-adenosylmethionine-dependent methyltransferases and functional similarity to bacterial sigma-factors, interacts with mitochondrial core polymerase Rpo41p""",5.15E-11,2,1,,,,,,,0,0
"YDR339C FCF1 SGDID:S000002747, Chr IV from 1150515-1149946, reverse complement, Verified ORF, ""Putative PINc domain nuclease required for early cleavages of 35S pre-rRNA and maturation of 18S rRNA; component of the SSU (small subunit) processome involved in 40S ribosomal subunit biogenesis; copurifies with Faf1p""",5.21E-11,2,1,,,,,,,0,0
"YGL213C SKI8 SGDID:S000003181, Chr VII from 91251-90058, reverse complement, Verified ORF, ""Ski complex component and WD-repeat protein, mediates 3'-5' RNA degradation by the cytoplasmic exosome; also required for meiotic double-strand break recombination; null mutants have superkiller phenotype""",5.90E-11,3,1,1848717.359,1613852.272,1864225.115,1890540.534,1804077.419,1935615.789,1,1
"YKR097W PCK1 SGDID:S000001805, Chr XI from 630790-632439, Verified ORF, ""Phosphoenolpyruvate carboxykinase, key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol""",6.15E-11,4,1,2208803.748,2756836.423,2459700.941,1804435.493,1976563.675,2856730.608,1,1
"YBR130C SHE3 SGDID:S000000334, Chr II from 496863-495586, reverse complement, Verified ORF, ""Protein that acts as an adaptor between Myo4p and the She2p-mRNA complex; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; also required for cortical ER inheritance""",6.62E-11,2,1,734666.1004,834021.5337,723400.6325,693450.2108,660558.1382,1027766.847,1,1
"YJL133C-A YJL133C-A SGDID:S000028805, Chr X from 159843-159619, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",7.30E-11,2,1,105004.0497,272390.9677,272621.5066,140268.7256,251867.8376,205026.7473,1,1
"YDR164C SEC1 SGDID:S000002571, Chr IV from 784213-782039, reverse complement, Verified ORF, ""Sm-like protein involved in docking and fusion of exocytic vesicles through binding to assembled SNARE complexes at the membrane; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function""",1.01E-10,2,1,,,,,,,0,0
"YGR199W PMT6 SGDID:S000003431, Chr VII from 897507-899786, Verified ORF, ""Protein O-mannosyltransferase, transfers mannose from dolichyl phosphate-D-mannose to protein serine/threonine residues of secretory proteins; reaction is essential for cell wall rigidity; member of a family of mannosyltransferases""",1.02E-10,2,1,,,,,,,0,0
"YKL100C YKL100C SGDID:S000001583, Chr XI from 255104-253341, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function with similarity to a human minor histocompatibility antigen and signal peptide peptidases; YKL100C is not an essential gene""",1.04E-10,4,1,87972.34637,129993.7172,150537.9117,74127.3622,151561.8427,145368.0435,1,1
"YHR031C RRM3 SGDID:S000001073, Chr VIII from 172963-170792, reverse complement, Verified ORF, ""DNA helicase involved in rDNA replication and Ty1 transposition; relieves replication fork pauses at telomeric regions; structurally and functionally related to Pif1p""",1.04E-10,1,1,,,,,,,0,0
"YMR211W DML1 SGDID:S000004824, Chr XIII from 689082-690509, Verified ORF, ""Essential protein involved in mtDNA inheritance, may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes, exhibits regions similar to members of a GTPase family""",1.14E-10,1,1,1994798.41,1755847.165,1879817.04,1921416.706,2028331.535,1779798.665,1,1
"YDR183W PLP1 SGDID:S000002591, Chr IV from 829583-830275, Verified ORF, ""Protein that interacts with CCT (chaperonin containing TCP-1) complex and has a role in actin and tubulin folding; has weak similarity to phosducins, which are G-protein regulators""",1.21E-10,2,1,,,,,,,0,0
"YDR130C FIN1 SGDID:S000002537, Chr IV from 716620-715745, reverse complement, Verified ORF, ""Spindle pole body-related intermediate filament protein, forms cell cycle-specific filaments between spindle pole bodies in mother and daughter cells, able to self-assemble, expression induced during S/G2, localization cell-cycle dependent""",1.32E-10,1,1,,,,,,,0,0
"YER143W DDI1 SGDID:S000000945, Chr V from 456314-457600, Verified ORF, ""DNA damage-inducible v-SNARE binding protein, contains a ubiquitin-associated (UBA) domain, may act as a negative regulator of constitutive exocytosis, may play a role in S-phase checkpoint control""",1.35E-10,2,1,1532986.565,1379217.177,1528460.387,1371914.004,1332501.772,1503598.494,1,1
"YOL077W-A ATP19 SGDID:S000007339, Chr XV from 185438-185644, Verified ORF, ""Subunit k of the mitochondrial F1F0 ATP synthase, which is a large enzyme complex required for ATP synthesis; associated only with the dimeric form of ATP synthase""",1.36E-10,2,1,,,,,,,0,0
"YLR260W LCB5 SGDID:S000004250, Chr XII from 665846-667909, Verified ORF, ""Minor sphingoid long-chain base kinase, paralog of Lcb4p responsible for few percent of the total activity, possibly involved in synthesis of long-chain base phosphates, which function as signaling molecules""",1.46E-10,2,1,,,,,,,0,0
"YKL047W YKL047W SGDID:S000001530, Chr XI from 349107-350657, Uncharacterized ORF, ""Putative protein of unknown function, predicted to be palmitoylated; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",1.49E-10,1,1,,,,,,,0,0
"YKL032C IXR1 SGDID:S000001515, Chr XI from 381501-379708, reverse complement, Verified ORF, ""Protein that binds DNA containing intrastrand cross-links formed by cisplatin, contains two HMG (high mobility group box) domains, which confer the ability to bend cisplatin-modified DNA; mediates aerobic transcriptional repression of COX5b""",1.50E-10,1,1,,,,,,,0,0
"YDR301W CFT1 SGDID:S000002709, Chr IV from 1063349-1067422, Verified ORF, ""RNA-binding subunit of the mRNA cleavage and polyadenylation factor; involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence similarity with mammalian AAUAA-binding subunit of CPSF""",1.68E-10,1,1,,,,,,,0,0
"YNR010W CSE2 SGDID:S000005293, Chr XIV from 643746-644195, Verified ORF, ""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; component of the Med9/10 module; required for regulation of RNA polymerase II activity""",1.76E-10,1,1,,,,,,,0,0
"YPR175W DPB2 SGDID:S000006379, Chr XVI from 888970-891039, Verified ORF, ""Second largest subunit of DNA polymerase II (DNA polymerase epsilon), required for normal yeast chromosomal replication; expression peaks at the G1/S phase boundary; potential Cdc28p substrate""",1.77E-10,1,1,,,,,,,0,0
"YGR251W YGR251W SGDID:S000003483, Chr VII from 995644-996234, Uncharacterized ORF, ""Essential protein required for maturation of 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the nucleolus""",1.92E-10,1,1,,,,,,,0,0
"YJL086C YJL086C SGDID:S000003622, Chr X from 272840-272472, reverse complement, Dubious ORF, ""Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified genes YJL085W/EXO70 and YJL087C/TRL1""",1.99E-10,1,1,,,,,,,0,0
"YDR362C TFC6 SGDID:S000002770, Chr IV from 1198690-1196672, reverse complement, Verified ORF, ""One of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110""",2.03E-10,1,1,,,,,,,0,0
"YDR371W CTS2 SGDID:S000002779, Chr IV from 1219406-1220941, Uncharacterized ORF, ""Protein similar to Ashbya gossypii sporulation-specific chitinase""",2.03E-10,1,1,,,,,,,0,0
"YGR058W PEF1 SGDID:S000003290, Chr VII from 606140-607147, Verified ORF, ""Penta-EF-hand protein required for polar bud growth and cell wall abscission; binds calcium and zinc with different affinity; localizes to bud site in G1, bud neck in G2""",2.46E-10,1,1,,,,,,,0,0
"YDR051C DET1 SGDID:S000002458, Chr IV from 558059-557055, reverse complement, Verified ORF, ""Protein involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel""",2.56E-10,1,1,139256.744,141715.4429,101498.8733,161102.5361,111420.9825,49086.18189,1,1
"YBR220C YBR220C SGDID:S000000424, Chr II from 664672-662990, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; YBR220C is not an essential gene""",2.62E-10,1,1,,,,,,,0,0
"YNL260C YNL260C SGDID:S000005204, Chr XIV from 157456-156860, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function with similarity to a human protein overexpressed in oral cancers; essential gene with defects in anaerobic and filamentous growth; localizes to the nucleus and cytoplasm""",2.71E-10,2,1,,,,,,,0,0
"YFL036W RPO41 SGDID:S000001858, Chr VI from 58781-62836, Verified ORF, ""Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition""",2.90E-10,3,1,293416.259,243792.8075,259259.6136,211494.4384,265930.0157,238836.5963,1,1
"YJR080C AIM24 SGDID:S000003841, Chr X from 581608-580424, reverse complement, Verified ORF, ""Protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss""",3.34E-10,3,1,816263.2452,716585.9475,694055.8212,862331.6977,776447.2264,969478.0211,1,1
"YDL045W-A MRP10 SGDID:S000006430, Chr IV from 372245-372532, Verified ORF, ""Mitochondrial ribosomal protein of the small subunit""",3.38E-10,1,1,,,,,,,0,0
"YDR498C SEC20 SGDID:S000002906, Chr IV from 1446987-1445836, reverse complement, Verified ORF, ""Membrane glycoprotein v-SNARE involved in retrograde transport from the Golgi to the ER; required for N- and O-glycosylation in the Golgi but not in the ER; forms a complex with the cytosolic Tip20p""",3.38E-10,1,1,,,,,,,0,0
"YDL110C TMA17 SGDID:S000002268, Chr IV from 264964-264512, reverse complement, Verified ORF, ""Protein of unknown function that associates with ribosomes; heterozygous deletion demonstrated increases in chromosome instability in a rad9 deletion background; protein abundance is decreased upon intracellular iron depletion""",3.45E-10,1,1,,,,,,,0,0
"YBR200W BEM1 SGDID:S000000404, Chr II from 620867-622522, Verified ORF, ""Protein containing SH3-domains, involved in establishing cell polarity and morphogenesis; functions as a scaffold protein for complexes that include Cdc24p, Ste5p, Ste20p, and Rsr1p""",4.00E-10,2,1,,,,,,,0,0
"YGL061C DUO1 SGDID:S000003029, Chr VII from 389714-388971, reverse complement, Verified ORF, ""Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",4.22E-10,1,1,,,,,,,0,0
"YML065W ORC1 SGDID:S000004530, Chr XIII from 142210-144954, Verified ORF, ""Largest subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; exhibits ATPase activity""",4.33E-10,1,1,,,,,,,0,0
"YDR439W LRS4 SGDID:S000002847, Chr IV from 1339669-1340712, Verified ORF, ""Nucleolar protein that forms a complex with Csm1p, and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation""",4.36E-10,1,1,,,,,,,0,0
"YIL068C SEC6 SGDID:S000001330, Chr IX from 235471-233054, reverse complement, Verified ORF, ""Essential 88kDa subunit of the exocyst complex, which mediates polarized targeting of secretory vesicles to active sites of exocytosis; dimeric form of Sec6p interacts with Sec9p in vitro and inhibits t-SNARE assembly""",4.41E-10,2,1,918201.2053,706042.5729,1305744.167,1457997.099,1616317.535,1812915.047,1,1
"YNL006W LST8 SGDID:S000004951, Chr XIV from 620069-620980, Verified ORF, ""Protein required for the transport of amino acid permease Gap1p from the Golgi to the cell surface; component of the TOR signaling pathway; associates with both Tor1p and Tor2p; contains a WD-repeat""",4.48E-10,1,1,,,,,,,0,0
"YER017C AFG3 SGDID:S000000819, Chr V from 191787-189502, reverse complement, Verified ORF, ""Component, with Yta12p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes""",4.86E-10,2,1,1196502.958,1246155.057,1194521.582,1033274.808,1002158.561,964269.7292,1,1
"YGR081C SLX9 SGDID:S000003313, Chr VII from 643784-643152, reverse complement, Verified ORF, ""Protein required for pre-rRNA processing; associated with the 90S pre-ribosome and 43S small ribosomal subunit precursor; interacts with U3 snoRNA; deletion mutant has synthetic fitness defect with an sgs1 deletion mutant""",4.98E-10,1,1,,,,,,,0,0
"YHR102W KIC1 SGDID:S000001144, Chr VIII from 316575-319817, Verified ORF, ""Protein kinase of the PAK/Ste20 kinase family, required for cell integrity possibly through regulating 1,6-beta-glucan levels in the wall; physically interacts with Cdc31p (centrin), which is a component of the spindle pole body""",4.99E-10,1,1,,,,,,,0,0
"YFR005C SAD1 SGDID:S000001901, Chr VI from 155868-154522, reverse complement, Verified ORF, ""Conserved zinc-finger domain protein involved in pre-mRNA splicing, required for assembly of U4 snRNA into the U4/U6 particle""",5.45E-10,1,1,,,,,,,0,0
"YCR090C YCR090C SGDID:S000000686, Chr III from 272860-272312, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YCR090C is not an essential gene""",5.50E-10,1,1,,,,,,,0,0
"YMR240C CUS1 SGDID:S000004853, Chr XIII from 751239-749929, reverse complement, Verified ORF, ""Protein required for assembly of U2 snRNP into the spliceosome, forms a complex with Hsh49p and Hsh155p""",5.52E-10,3,1,179731.3551,200893.2649,249283.8772,140901.6826,186360.5837,180910.3966,1,1
"YNL245C CWC25 SGDID:S000005189, Chr XIV from 186886-186347, reverse complement, Verified ORF, ""Component of a complex containing Cef1p, involved in pre-mRNA splicing; has similarity to S. pombe Cwf25p""",6.01E-10,2,1,567146.2244,425896.245,577830.881,518756.3744,534497.7518,575521.8484,1,1
"YML110C COQ5 SGDID:S000004578, Chr XIII from 50954-50031, reverse complement, Verified ORF, ""2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase, involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes""",6.07E-10,2,1,,,,,,,0,0
"YPL047W SGF11 SGDID:S000005968, Chr XVI from 465959-466258, Verified ORF, ""Integral subunit of SAGA histone acetyltransferase complex, regulates transcription of a subset of SAGA-regulated genes, required for the Ubp8p association with SAGA and for H2B deubiquitylation""",6.20E-10,1,1,1337507.21,1419794.724,1286375.667,1442093.863,1443893.412,1456936.302,1,1
"YJR090C GRR1 SGDID:S000003850, Chr X from 594319-590864, reverse complement, Verified ORF, ""F-box protein component of the SCF ubiquitin-ligase complex; involved in carbon catabolite repression, glucose-dependent divalent cation transport, high-affinity glucose transport, morphogenesis, and sulfite detoxification""",6.71E-10,1,1,495764.384,383914.713,443885.8828,440547.3574,451678.0784,408237.3953,1,1
"YDR020C DAS2 SGDID:S000002427, Chr IV from 486442-485744, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; weak similarity with uridine kinases and with phosphoribokinases""",7.41E-10,1,1,,,,,,,0,0
